"abany","abpoor","age","attend","bigbang","cappun","childs","class","closeblk","degree","educ","evolved","fear","fechld","fefam","getahead","gunlaw","happy","hrs1","income06","letdie1","letin1","marhomo","marital","news","obey","paeduc","parsol","partnrs5","pillok","polviews","postlife","pray","premarsx","PRES08","racecen1","rank","relig","region","satjob","sex","sexfreq","spanking","SPKMSLM","thnkself","trust","tvhours","wwwhr","xmarsex"
1,1,51,2,,,1,3,6,4,19,,1,3,3,1,2,1,50,,1,3,1,1,5,,17,,1,2,3,2,6,4,1,1,4,4,9,1,2,4,2,1,,,1,20,2
1,1,60,5,1,2,4,3,7,4,20,1,2,,,3,1,2,12,20,,,1,1,,4,12,2,1,,2,1,1,,1,1,4,2,9,2,1,1,,1,1,1,,,1
,,59,0,,2,2,2,,3,16,,,3,3,,,2,32,20,1,3,,1,1,5,12,4,1,3,2,2,5,4,1,1,4,4,9,3,2,2,4,,1,1,2,12,
,,89,2,,1,2,2,5,3,16,,1,,,1,1,3,,18,,,3,2,,4,12,1,0,,4,1,1,,1,1,5,2,9,1,2,,,2,1,2,,,1
1,1,18,2,,2,0,2,5,1,12,,2,,,1,1,2,16,16,,,2,5,,2,12,2,3,,4,1,1,,,1,6,2,9,3,2,4,,1,4,2,,,1
2,2,62,7,,1,2,3,5,3,20,,1,3,3,1,1,1,,23,2,3,5,1,5,,16,,1,4,6,1,1,1,2,1,5,1,9,,2,1,1,1,,,1,1,1
,,54,8,,1,4,2,,1,13,,,2,2,,,2,9,20,1,4,,1,2,4,13,3,1,1,5,1,1,1,,1,6,1,9,2,2,3,2,,1,2,1,1,
2,2,38,3,,2,3,2,9,1,10,,1,4,3,1,1,2,40,18,2,4,3,1,5,,,,1,2,5,,1,4,,2,1,1,7,1,2,5,1,2,,,4,40,1
,,51,4,,1,0,3,,4,18,,,3,4,,,2,,17,1,4,,5,5,4,13,2,2,3,5,1,2,3,2,1,6,1,7,2,2,,4,,1,1,3,35,
2,2,23,8,,2,0,2,5,1,11,,2,2,2,3,1,2,33,12,2,1,5,5,3,,11,,1,1,3,1,1,1,,1,5,5,7,2,1,,2,2,,,8,8,1
1,1,48,0,,1,0,3,6,3,16,,2,,,1,1,2,60,22,,,1,5,,5,16,1,0,,2,1,6,,1,1,5,4,7,1,2,,,1,1,1,,,1
,,45,2,,1,0,2,,2,16,,,3,3,,,2,70,19,2,5,,3,5,4,12,4,1,1,1,1,1,4,1,2,5,2,7,1,2,2,1,,1,2,4,,
,,70,3,,1,0,3,,1,15,,,2,3,,,2,,20,1,4,,1,1,5,14,2,1,3,5,1,1,1,,1,5,1,7,,2,,2,,1,1,2,,
2,2,58,5,,2,2,2,4,3,16,,1,3,3,1,1,1,40,24,2,3,3,1,3,,16,,,2,4,1,1,1,,1,5,1,7,2,2,,3,1,,,4,1,1
1,1,63,4,,1,3,4,6,3,16,,2,,,1,2,,50,25,,,3,3,,3,12,1,5,,7,1,1,,2,1,1,1,7,1,1,3,,1,1,1,,,2
1,2,44,2,1,1,3,4,9,1,12,,1,,,1,1,1,,25,,,4,1,,5,,1,1,,5,2,5,,2,1,,3,7,1,2,4,,2,1,1,,,1
,,87,7,,1,4,3,,1,14,,,2,2,,,1,,,2,5,,2,2,1,,1,0,3,6,1,1,1,2,1,8,1,7,,2,,2,,4,2,4,,
,,50,2,,1,0,3,,3,16,,,4,3,,,1,45,,,4,,1,3,4,6,1,1,2,3,1,1,4,1,1,3,1,7,2,2,3,2,,1,1,3,20,
2,2,32,5,,1,2,2,9,2,14,,2,3,3,1,2,1,65,20,1,3,4,1,5,,12,,1,1,6,1,2,4,2,1,1,5,7,1,1,6,2,1,,,1,10,4
,,43,4,,1,2,3,,4,20,1,,3,3,,,2,50,25,1,2,,1,4,4,19,3,1,2,3,1,2,4,1,1,4,3,7,1,1,3,2,,1,1,1,20,
2,2,51,3,,1,2,3,8,3,16,,2,4,4,1,2,1,80,25,1,3,2,1,1,,12,,1,3,4,2,5,4,2,1,2,2,7,2,2,2,2,1,,,2,5,1
2,2,71,7,,1,3,4,1,3,16,,2,,,1,2,1,,21,,,5,1,,3,14,1,,,7,1,1,,2,1,1,1,7,1,2,,,1,1,,,,1
2,2,64,7,,1,2,2,5,1,14,,2,3,4,1,1,1,,13,1,1,5,3,3,,,,1,2,6,2,6,4,,1,5,1,7,1,2,,2,1,,,3,,1
,,34,5,,2,3,2,,1,15,,,1,4,,,3,40,21,2,5,,1,3,1,12,2,9,3,4,1,1,1,1,2,4,1,7,2,1,5,2,,2,2,4,36,
1,2,41,0,,2,0,2,9,3,17,,2,,,1,1,2,45,11,,,2,3,,3,17,1,5,,2,2,4,,,1,2,2,7,1,1,3,,2,4,2,,,2
,,34,2,,1,1,3,,1,13,,,4,4,,,2,50,23,1,5,,1,5,3,11,1,1,3,7,1,1,4,2,1,3,1,7,2,1,2,1,,2,2,2,5,
1,1,50,4,,2,2,2,9,1,13,,2,4,4,1,1,2,40,10,1,3,5,3,1,,,,1,4,5,1,1,4,1,2,8,1,7,1,1,5,1,2,,,2,5,1
2,2,23,0,2,2,1,2,6,1,12,1,1,,,1,2,2,35,18,,,1,5,,3,,1,1,,3,1,6,,,1,6,4,7,1,2,3,,1,4,2,,,1
2,2,53,2,,1,0,2,7,1,12,,1,2,3,2,2,1,,14,1,1,2,3,4,,12,,1,1,4,1,2,4,,1,5,1,7,,1,4,2,1,,,12,4,1
,,64,6,,2,2,3,,1,13,,,4,3,,,2,,16,1,3,,2,3,1,,4,,1,5,1,2,1,1,2,5,1,7,,1,,2,,2,2,5,,
,,41,0,,2,2,3,,4,20,,,3,3,,,2,40,,1,3,,1,4,5,16,3,1,2,2,,6,4,1,1,3,3,5,2,1,3,2,,1,1,2,3,
1,1,46,1,,1,0,2,9,1,14,,2,,,3,1,2,40,13,,,1,5,,5,,3,5,,4,1,5,,1,2,4,4,5,3,1,5,,2,1,2,,,1
1,1,54,0,,2,0,3,8,3,16,,2,3,3,1,1,3,40,22,1,3,1,5,1,,16,,1,2,2,2,6,4,1,1,5,4,5,2,1,2,3,1,,,2,1,1
,,67,7,,2,0,3,,4,19,1,,2,4,,,1,40,21,1,2,,1,2,3,,3,1,2,1,1,3,4,1,1,3,1,5,1,1,5,2,,1,1,1,3,
1,1,53,1,,2,1,2,9,3,16,,1,,,1,1,3,38,19,,,1,3,,5,,5,0,,1,1,2,,1,1,8,5,5,2,2,,,1,1,1,,,3
1,1,65,0,2,2,0,2,7,1,12,2,1,,,1,1,1,12,,,,1,1,,5,,4,,,4,1,2,,,1,5,1,5,1,2,,,1,1,1,,,1
,,51,7,,1,3,2,,1,14,,,2,2,,,1,40,22,2,3,,1,2,4,9,1,1,4,4,1,1,1,,1,5,2,5,2,1,,4,,1,2,2,1,
,2,39,2,,1,0,3,4,2,14,,2,,,2,1,2,40,,,,5,5,,5,12,2,,,5,1,3,,,4,5,2,2,1,1,,,,3,2,,,1
,,49,5,,1,2,3,,1,12,,,3,3,,,2,15,21,2,4,,3,1,4,13,2,2,2,6,2,1,3,2,1,6,2,2,2,2,3,3,,1,1,1,0,
,,39,2,,2,1,3,,4,18,,,3,4,,,1,45,25,1,3,,3,3,4,12,1,1,2,4,1,4,4,1,1,4,2,2,1,2,,3,,1,1,1,7,
,,38,4,1,2,2,3,5,3,18,1,2,,,1,1,2,,22,,,3,1,,4,16,3,,,4,1,1,,,4,7,5,2,,2,,,2,1,1,,,2
1,1,46,0,,1,3,3,5,3,16,,2,,,2,1,2,40,25,,,1,1,,5,16,3,5,,4,,5,,2,1,4,4,2,2,1,4,,1,1,1,,,3
1,1,41,2,,1,2,3,6,3,18,,2,3,3,1,1,2,60,25,1,4,1,1,5,,12,,1,1,3,1,4,4,,1,3,4,2,2,1,5,2,1,,,0,5,1
2,2,58,0,,1,0,2,5,1,12,,2,3,4,3,1,2,55,,1,3,5,4,5,,16,,9,4,4,2,6,4,,1,6,4,2,1,1,,1,2,,,2,2,1
1,1,48,4,,1,1,3,5,4,17,,1,,,2,1,2,40,25,,,1,1,,5,12,1,1,,4,1,5,,,4,5,1,2,1,2,5,,1,2,1,,,1
,,31,0,,2,0,3,5,4,20,,,3,,2,1,1,,,2,3,1,5,2,,16,,,1,4,,,4,,1,3,1,2,,1,,4,,,,1,10,4
,,54,1,,,0,2,,2,14,,,3,3,,,3,50,18,1,4,,3,4,4,12,2,5,2,3,,5,4,1,2,5,1,2,3,2,3,2,,1,2,3,10,
1,1,58,0,,,0,2,9,1,12,1,2,,,1,1,2,,,,,1,5,,1,,3,4,,6,1,3,,,2,5,1,2,1,1,1,,1,4,1,,,2
1,1,27,0,,2,0,2,7,2,16,,2,,,3,,3,42,,,,1,5,,4,12,4,4,,,,6,,1,1,4,4,2,1,2,5,,1,2,2,,,1
2,1,19,0,,2,0,1,9,0,11,,2,4,1,1,2,2,18,24,1,5,5,5,3,,12,,1,1,,1,2,4,,1,5,2,2,2,1,,,,,,4,45,1
,,63,3,,1,4,1,,1,13,,,4,1,,,2,,15,1,3,,1,2,1,12,4,1,4,2,1,4,4,1,1,7,4,2,,1,,2,,4,2,22,0,
,,68,7,,1,4,3,,0,10,,,2,2,,,1,,22,2,4,,1,1,3,0,1,1,3,,1,1,3,1,2,8,1,2,1,2,3,2,,1,2,5,,
,,82,0,1,1,3,1,,0,4,,,3,3,,,3,,,1,,,1,5,4,6,2,,4,,1,2,4,1,1,,1,2,,1,,2,,5,2,2,,
2,2,59,8,,2,3,2,2,1,12,,1,3,3,1,1,2,,,2,3,5,3,5,,,,1,2,6,1,1,1,,2,1,1,7,4,2,,2,2,,,4,2,1
,,64,1,,,3,4,,1,15,,,2,2,,,1,30,,1,3,,2,5,3,13,2,2,2,2,,1,3,1,1,1,4,7,1,2,1,4,,1,1,2,15,
2,2,37,3,,1,5,3,7,1,12,,2,3,3,1,1,3,48,21,1,5,4,1,3,,,,1,1,6,1,4,3,,1,2,4,7,1,1,3,2,2,,,8,2,1
,,20,0,,1,1,2,,0,11,,,3,4,,,3,,13,1,1,,5,5,3,,1,4,4,4,,6,4,,4,5,4,7,1,1,,4,,4,2,3,8,
1,1,31,5,,1,1,3,9,4,20,,2,4,3,1,2,2,40,21,1,3,2,1,4,,16,,1,2,4,1,2,1,1,2,6,1,7,2,1,3,1,1,,,1,5,1
,,22,2,,1,1,2,,1,13,,,3,3,,,2,,3,1,4,,5,3,4,12,1,2,1,4,1,2,4,,1,7,5,7,1,2,3,2,,1,,12,4,
,,56,5,,1,1,3,,2,15,,,3,4,,,1,60,23,1,5,,1,1,4,16,2,1,2,6,1,1,,2,1,1,1,7,1,2,,2,,1,1,1,6,
,,53,4,,1,2,3,,0,12,,,3,2,,,2,48,20,1,1,,1,2,1,6,1,1,2,2,1,4,1,,5,8,2,7,1,1,5,2,,3,2,2,,
,,39,0,1,2,3,2,,1,12,1,,3,1,,,1,48,12,1,,,4,5,,,4,1,2,7,1,1,4,,5,10,2,7,1,2,,1,,,2,2,,
2,2,25,1,,1,2,2,3,0,6,,2,,,2,1,1,40,14,,,5,1,,3,6,1,1,,6,1,1,,,5,5,2,7,1,1,6,,2,2,2,,,1
,,75,8,,1,6,3,,4,17,,,2,1,,,1,,15,2,2,,1,3,2,14,2,,4,6,1,3,1,2,1,3,2,7,,1,,1,,3,2,3,15,
1,1,44,0,,2,2,2,5,4,18,1,1,,,1,1,2,60,23,,,2,1,,5,,3,1,,2,2,1,,1,1,4,4,7,1,1,3,,1,1,1,,,4
2,2,40,4,,1,2,2,5,2,13,,1,,,1,1,1,40,21,,,2,1,,2,6,1,1,,4,1,1,,1,1,5,2,7,1,2,5,,2,3,2,,,2
2,2,49,2,,1,0,3,4,1,12,,2,1,3,1,2,1,,22,1,4,3,1,2,,15,,1,2,6,2,2,4,,1,1,4,7,1,2,4,1,2,,,2,7,1
1,1,48,0,,1,2,3,9,4,20,1,2,,,3,1,2,60,25,,,1,1,,4,12,2,1,,1,2,6,,1,1,4,4,7,1,1,3,,1,1,1,,,2
1,1,40,0,,1,0,3,5,3,17,,2,3,3,1,1,2,40,23,1,2,4,5,4,,16,,1,2,2,2,6,4,1,1,3,4,7,2,1,1,2,1,,,1,10,1
1,1,80,4,,1,2,2,9,1,14,,2,,,1,1,2,,,,,5,2,,4,11,2,0,,4,1,2,,1,2,5,1,5,,1,,,2,2,,,,1
,,21,0,,2,2,2,,1,12,,,,2,,,1,24,1,1,5,,5,5,2,,4,2,1,4,1,2,,,2,6,4,5,3,2,3,2,,1,2,8,8,
2,2,40,3,,1,2,2,3,1,14,,2,4,4,1,1,2,45,24,2,5,5,1,4,,16,,1,4,5,1,1,1,2,1,1,1,5,1,2,5,1,1,,,2,10,1
,,48,7,,1,3,3,,0,8,,,3,4,,,2,30,21,1,5,,1,5,1,14,2,1,4,4,1,1,1,,1,6,1,5,2,2,6,1,,5,1,3,4,
2,2,32,4,,2,2,1,5,0,9,,1,,,1,1,2,8,16,,,2,1,,4,4,1,1,,3,1,2,,,1,8,2,5,3,1,5,,2,2,2,,,1
2,2,41,8,,2,4,2,9,0,8,,2,1,1,1,1,1,16,20,2,4,5,1,5,,,,1,4,5,1,1,1,,5,5,1,5,2,1,6,1,2,,,2,,1
2,2,26,6,,,1,2,5,0,9,,1,,,2,1,2,,,,,,1,,1,6,2,,,1,2,6,,,1,5,2,5,,2,,,1,3,2,,,
2,2,30,4,,1,0,1,5,1,12,,1,,,1,2,3,,1,,,1,5,,4,12,1,5,,4,1,3,,1,2,5,4,5,,2,3,,2,1,2,,,1
2,2,41,3,,1,5,4,9,1,12,,1,,,3,1,3,,7,,,1,3,,1,,1,1,,7,1,1,,1,2,1,1,5,1,2,6,,2,3,2,,,1
2,2,50,5,,1,2,2,9,0,9,2,2,,,1,1,2,30,1,,,3,5,,2,,1,5,,3,1,1,,,2,2,1,5,2,1,4,,2,3,1,,,1
2,2,30,3,,,0,3,9,1,15,,1,4,3,2,1,2,20,16,1,4,1,5,4,,12,,8,2,2,1,1,4,1,1,4,1,5,3,1,5,1,1,,,6,25,2
,,47,8,,2,2,1,,1,12,,,4,4,,,2,40,14,2,5,,5,5,1,,1,,2,4,1,2,4,1,2,7,1,5,2,2,,1,,2,2,3,,
2,2,65,8,,1,0,2,7,0,7,,1,,,1,1,2,,4,,,5,5,,2,5,3,0,,4,1,1,,1,2,5,1,5,1,2,,,2,1,2,,,1
,,43,5,,1,4,2,,0,5,,,2,2,,,3,20,,2,3,,1,2,2,0,2,,1,2,2,2,4,,5,10,2,5,1,1,,4,,4,2,0,,
,,47,6,,2,0,2,,4,18,,,4,4,,,2,55,21,1,4,,1,2,4,16,3,1,2,4,1,1,4,1,2,5,1,5,1,2,1,1,,1,1,2,21,
1,1,31,7,2,1,0,2,7,3,16,2,2,,,1,1,2,70,18,,,4,5,,3,16,4,2,,2,1,2,,1,4,3,1,5,2,1,3,,2,1,2,,,2
,,35,7,,1,3,3,,1,12,,,3,3,,,2,50,19,2,5,,1,2,1,16,1,1,4,3,1,1,4,1,2,1,1,5,1,1,6,1,,3,1,4,6,
2,2,58,0,,1,2,2,7,1,12,,1,,,1,1,2,35,18,,,2,1,,5,12,2,1,,,1,6,,2,1,4,2,5,2,1,,,2,1,2,,,1
,,66,1,2,2,4,3,,1,14,2,,4,2,,,2,,19,2,5,,1,1,4,14,3,1,3,5,1,4,1,2,1,5,1,5,,2,3,2,,1,2,5,5,
2,2,40,5,2,1,2,3,7,2,15,2,1,,,1,2,2,60,21,,,2,4,,3,12,1,3,,5,1,3,,2,1,5,1,5,1,2,3,,2,2,2,,,2
,,56,7,,1,2,3,,1,13,,,4,3,,,2,40,25,1,4,,1,1,4,12,1,1,2,5,1,2,4,2,1,5,1,5,2,1,3,1,,1,2,2,5,
1,1,45,3,,1,4,3,7,4,18,,2,2,3,1,1,2,,23,1,4,1,1,5,,8,,1,2,4,1,3,4,2,1,5,1,5,1,2,3,2,1,,,3,1,2
2,2,30,2,,2,5,3,5,0,11,,2,4,1,2,2,2,,9,2,1,5,5,2,,,,2,1,4,1,1,4,1,2,3,1,5,3,2,5,4,2,,,3,40,1
,,31,5,,2,2,2,,1,13,,,4,3,,,2,35,11,2,1,,5,2,5,9,1,3,3,4,1,1,3,1,2,7,1,5,2,2,6,2,,2,2,0,2,
2,2,62,8,,2,4,2,7,1,12,,2,2,2,1,1,2,35,15,2,2,5,1,4,,,,,2,4,1,1,1,1,2,5,1,5,1,1,,1,1,,,0,1,1
,,73,0,2,2,3,2,,0,10,2,,3,2,,,3,,9,1,5,,2,5,1,,2,,1,,2,2,4,,2,5,4,5,,1,,1,,2,2,4,,
,,32,5,,1,2,3,,0,11,,,1,3,,,1,40,16,1,4,,1,5,3,,2,1,1,4,2,6,4,,1,5,1,5,2,1,5,1,,4,2,1,1,
1,1,24,2,,2,0,2,5,0,10,1,2,,,2,1,1,32,13,,,1,5,,4,,2,1,,4,1,1,,,1,1,1,5,2,2,1,,1,2,2,,,1
,,71,0,,2,4,1,,1,14,,,2,3,,,3,,9,1,1,,4,2,5,17,5,0,1,3,2,6,4,1,1,8,4,5,,1,,2,,3,1,0,3,
,,31,8,,2,2,3,,2,15,,,2,3,,,2,30,21,2,4,,3,4,1,9,1,4,1,4,1,1,3,1,2,3,1,5,1,1,3,1,,5,2,4,3,
1,,76,8,,2,3,3,9,1,12,,2,3,2,1,1,2,,11,,2,4,3,5,,3,,,3,1,1,1,2,1,2,2,1,5,,2,,1,2,,,6,,1
2,2,29,3,,2,3,3,9,0,10,,2,2,1,3,2,2,30,13,1,1,3,5,3,,10,,5,4,4,1,1,4,,,5,1,5,2,1,5,1,2,,,0,,1
,,86,8,,2,2,1,,0,10,,,2,2,,,1,,16,1,4,,2,5,1,0,1,0,4,5,1,1,2,1,2,1,1,5,,2,,1,,4,2,3,,
1,1,53,2,,2,0,3,5,1,12,,1,,,3,1,1,40,18,,,2,5,,5,10,2,5,,3,1,6,,,1,5,4,5,1,1,3,,1,1,2,,,1
1,1,86,4,,2,3,2,5,0,6,,2,2,2,2,1,2,,8,1,3,5,2,5,,,,0,2,2,1,2,4,1,1,5,1,5,,2,,2,2,,,4,,1
2,1,71,0,,2,5,1,3,1,12,,2,3,3,2,1,3,,2,2,1,3,1,5,,1,,,4,,,2,4,,1,4,2,5,,2,,1,2,,,6,,1
2,2,30,8,,2,3,3,5,1,12,,1,,,1,1,1,40,19,,,5,1,,1,12,1,1,,5,1,2,,1,1,3,1,5,1,1,5,,2,4,2,,,1
,,37,8,,1,2,3,,4,17,,,4,3,,,2,40,25,2,3,,1,3,1,20,1,1,4,5,1,1,1,1,2,5,1,5,1,2,5,2,,3,2,2,1,
2,2,41,0,,,4,2,9,1,11,,1,3,2,1,2,1,,,1,2,,4,5,,,,1,3,7,1,1,4,,1,5,4,5,1,2,,2,,,,1,,1
1,1,64,0,1,2,3,2,5,2,15,,1,,,1,1,3,25,,,,1,1,,1,12,1,1,,6,1,2,,,1,6,2,5,1,2,,,2,3,2,,,1
2,2,72,2,,1,0,2,5,1,13,,1,,,1,1,2,,18,,,5,1,,4,,3,1,,7,2,5,,2,1,4,2,5,,1,3,,1,2,2,,,1
1,1,40,1,,1,0,2,5,3,19,,1,4,3,2,1,2,40,19,1,,2,5,5,,16,,2,2,4,,6,4,,1,5,4,5,1,2,,2,1,,,3,40,1
1,2,43,3,,1,1,3,7,3,16,,2,4,3,3,1,1,9,,1,3,2,3,1,,,,2,3,5,1,2,4,1,1,7,1,5,1,2,4,2,1,,,2,50,1
,,84,3,,1,3,3,,4,17,,,1,1,,,2,,22,1,4,,3,1,5,6,,1,3,5,2,5,4,2,1,4,3,5,,1,1,3,,2,,4,10,
1,2,79,8,,1,2,3,4,2,14,,1,2,3,1,1,1,,13,2,4,4,3,5,,12,,1,2,6,2,2,3,1,2,1,1,5,,2,,4,2,,,6,,1
2,2,59,3,,1,3,3,3,1,12,,2,1,1,2,2,2,,12,1,5,4,3,1,,16,,2,3,6,1,2,2,2,1,4,1,5,4,1,,1,1,,,8,15,1
,,59,5,,1,8,1,,1,12,,,4,2,,,2,,2,1,3,,1,3,5,0,2,4,1,4,1,1,4,1,2,6,1,5,1,1,6,2,,1,2,6,2,
2,2,63,0,,1,1,3,5,1,13,,1,4,3,1,1,1,,9,2,3,3,3,4,,,,0,4,4,2,1,4,1,1,1,1,5,,2,,2,1,,,2,1,1
,,66,2,,1,4,1,,0,7,,,1,1,,,1,,9,1,5,,3,1,4,,2,0,4,6,1,1,3,2,1,3,2,5,,2,,1,,3,2,7,,
2,2,49,3,,2,3,2,5,1,12,,2,1,2,2,1,2,40,6,2,3,5,1,5,,5,,1,4,4,1,1,1,,,5,5,5,1,1,,1,2,,,1,3,1
,,66,0,1,2,0,4,,3,17,1,,2,3,,,2,,25,1,3,,5,1,2,12,2,,1,4,,5,4,,1,4,4,3,,1,,2,,1,2,4,40,
2,2,42,2,,1,3,2,3,4,19,,2,,,2,1,2,57,25,,,4,1,,2,16,1,,,5,1,1,,,4,4,5,3,1,1,,,2,1,2,,,1
2,2,45,4,2,1,3,3,8,3,17,2,2,,,3,2,2,50,25,,,2,3,,4,18,3,5,,2,1,2,,1,2,3,1,3,3,1,2,,1,1,2,,,2
,,37,0,,2,2,3,,4,18,,,4,4,,,2,40,25,1,,,1,2,5,20,2,1,2,2,1,5,4,1,1,3,4,3,1,2,1,4,,1,1,1,5,
,,31,5,,2,2,1,,1,11,2,,3,2,,,2,,13,2,4,,1,4,3,13,4,3,4,6,1,1,3,1,2,5,1,3,,1,3,2,,2,2,6,48,
1,1,81,2,,1,6,3,9,1,13,,1,,,3,1,1,,20,,,2,1,,2,6,1,1,,3,,5,,1,2,4,4,3,,1,2,,2,1,2,,,3
1,2,30,5,,2,0,1,5,4,20,,2,,,3,1,3,44,22,,,3,5,,3,16,1,2,,5,1,3,,,2,4,1,3,2,1,5,,2,5,2,,,2
,,29,2,,2,0,1,,2,13,,,3,4,,,1,47,13,2,1,,5,2,2,,4,1,4,4,1,3,4,1,2,3,4,3,1,1,,2,,4,2,2,65,
2,2,76,7,,,4,2,9,1,12,,2,,,2,1,3,50,,,,5,3,,4,12,2,,,7,1,3,,2,1,5,1,3,1,2,,,1,1,1,,,1
2,2,49,5,,1,2,2,5,2,16,,2,2,1,1,1,2,59,20,1,5,5,1,2,,6,,1,2,5,2,3,4,1,1,5,2,3,2,1,4,1,2,,,1,1,1
,,35,2,1,,0,3,,3,18,1,,3,4,,,1,42,25,1,3,,1,4,5,13,3,3,2,3,1,2,4,1,1,3,4,3,2,2,4,2,,1,1,1,4,
1,1,36,3,,1,1,3,7,4,18,,2,4,4,1,1,1,9,23,1,3,1,1,2,,9,,1,3,4,1,2,4,2,1,3,2,3,,2,3,3,1,,,3,5,1
1,1,56,2,,1,2,3,8,3,16,,1,,,2,1,1,40,20,,,1,1,,5,20,3,1,,2,2,4,,1,1,2,1,3,1,2,3,,1,1,1,,,1
1,1,35,2,1,2,1,3,5,1,13,1,2,,,2,1,1,,21,,,2,1,,3,11,2,,,4,,2,,,1,,4,3,2,2,,,2,1,1,,,1
1,1,24,2,,2,0,2,6,1,15,,2,4,4,1,2,2,20,14,1,4,1,5,5,,,,9,1,1,1,6,3,2,4,7,2,3,1,1,5,2,1,,,5,7,3
,,70,1,,2,3,2,,1,12,,,3,3,,,3,40,21,1,5,,1,3,4,8,1,1,3,3,2,2,4,1,1,6,2,3,2,1,,1,,1,1,6,0,
2,2,28,2,,2,0,3,9,1,11,,2,4,2,2,1,2,60,20,1,5,2,5,2,,,,2,1,4,1,6,4,2,1,1,4,3,1,1,2,2,2,,,0,1,1
,,51,0,,1,3,2,,1,12,,,4,2,,,1,35,7,2,5,,1,1,3,12,2,1,3,7,1,4,3,2,1,5,1,3,2,2,4,2,,1,2,1,1,
2,2,30,7,,1,0,2,7,2,14,,1,3,2,1,1,2,46,12,1,4,2,1,5,,,,1,1,3,1,2,4,1,1,6,1,3,3,2,3,2,2,,,1,14,1
,,78,0,,1,1,3,,4,18,,,3,4,,,2,,,1,3,,2,1,5,,2,,1,5,1,2,4,,1,4,2,3,,2,,3,,1,2,2,15,
2,2,64,2,,1,1,2,1,1,13,,1,4,4,1,1,2,46,18,1,5,5,2,5,,16,,0,4,6,2,2,4,2,1,6,1,3,1,2,,1,2,,,2,0,1
1,1,50,2,,2,0,3,8,4,20,,2,,,1,1,2,40,19,,,2,5,,5,12,1,1,,2,1,5,,1,1,5,1,3,1,2,5,,1,1,2,,,1
,,63,7,,,3,2,,2,14,,,3,3,,,3,,17,2,4,,3,2,4,5,3,0,3,2,1,2,4,1,1,1,2,3,,1,,2,,2,1,4,0,
,,66,7,,1,5,2,,1,14,2,,2,3,,,1,24,20,2,3,,1,2,5,7,1,1,2,4,1,2,1,,4,8,2,9,2,1,4,4,,2,2,2,1,
1,1,35,3,,1,1,3,9,3,16,,2,3,3,1,1,1,40,23,1,4,1,1,2,,14,,1,1,3,1,5,4,1,1,6,1,9,2,2,5,2,1,,,1,20,1
2,2,,3,2,1,0,2,5,1,12,2,1,,,2,1,3,35,15,,,4,5,,4,,4,,,6,1,1,,,1,,1,9,4,2,,,1,1,2,,,1
1,1,19,0,,2,0,1,9,1,9,,2,3,3,3,2,2,,1,1,5,1,5,5,,,,7,1,,2,6,4,,2,4,4,9,4,1,3,2,1,,,0,4,1
2,1,32,6,,1,5,2,8,2,14,,1,,,1,1,1,30,14,,,5,3,,5,9,1,3,,,1,3,,,2,1,1,9,1,2,6,,2,2,2,,,1
,,33,7,2,1,2,3,,1,12,2,,3,2,,,1,10,20,1,4,,1,4,4,12,3,1,3,7,1,1,1,2,1,4,1,9,1,2,3,,,3,2,2,15,
1,1,67,0,1,1,2,1,7,1,14,1,1,,,2,2,2,,9,,,1,3,,4,14,4,0,,2,1,3,,1,1,5,4,9,,2,,,1,1,2,,,1
2,2,46,3,,2,2,2,9,1,12,,2,2,3,1,1,2,,18,2,4,5,1,3,,,,,2,4,,3,2,1,2,7,1,9,1,1,,1,1,,,5,7,1
1,1,50,3,,2,2,3,4,4,18,,2,3,3,1,1,2,,20,1,2,2,1,1,,16,,1,2,2,,6,4,,1,4,4,9,1,1,1,3,1,,,0,20,2
,,28,2,,2,0,4,,3,16,,,2,4,,,1,4,25,1,2,,5,1,5,16,1,2,3,4,2,6,4,1,1,2,4,9,1,1,2,3,,1,2,1,7,
1,,28,4,,1,0,3,1,3,15,,2,2,1,1,2,1,,20,,2,2,1,3,,10,,1,4,4,,4,1,,4,5,4,9,1,2,5,3,2,,,5,5,1
1,1,49,2,,2,0,3,4,3,15,1,1,,,2,2,3,22,18,,,1,5,,4,16,1,3,,5,2,2,,1,1,5,5,9,1,1,3,,1,1,2,,,2
1,2,20,1,1,1,0,2,9,1,12,1,1,,,1,2,2,30,9,,,1,5,,4,,3,3,,4,1,5,,,1,5,2,9,1,2,,,2,2,2,,,1
1,2,51,0,,,0,3,7,1,14,,2,2,2,2,1,2,60,25,1,5,2,5,1,,18,,,1,4,,6,4,1,1,3,4,9,3,1,,2,1,,,1,6,2
,,75,0,,2,5,1,,0,10,,,3,3,,,3,,8,1,5,,3,5,1,,4,,2,,1,2,3,1,1,3,2,9,,2,,2,,4,2,8,,
,,65,0,1,1,1,1,,1,13,1,,3,4,,,2,,15,1,3,,3,3,4,12,4,0,3,4,1,3,3,,1,5,2,9,,2,,3,,1,1,6,2,
2,2,40,7,,1,2,3,9,1,11,,2,3,3,1,1,2,25,19,1,4,5,1,2,,10,,1,3,4,1,1,4,1,1,5,1,9,2,2,4,3,1,,,1,2,1
2,,53,0,,,4,2,2,2,14,,1,3,3,1,1,3,,17,,,3,1,3,,12,,0,2,,1,2,3,,1,7,1,9,3,2,,3,2,,,4,10,1
